dataset,band,subject,condition,R_mean,D_mean,M_mean,Pi,Access_all,n_channels,duration_s,n_windows
Chennu,alpha,22,moderate,0.18791729209083427,7.821157892303991,0.004910160232907499,0.8678160919540229,0.6379310344827587,91.0,90.0,58.0
Chennu,alpha,22,recovery,0.1613508172472055,7.222606072343875,0.004264651980397177,0.7471264367816091,0.4827586206896552,91.0,90.0,58.0
Chennu,alpha,23,baseline,0.20489918838333954,5.4266336493964795,0.0046319692222638945,0.8275862068965517,0.6206896551724138,91.0,90.0,58.0
Chennu,alpha,23,mild,0.20649798193950655,5.322272530433701,0.004444441278451884,0.8103448275862067,0.5,91.0,90.0,58.0
Chennu,alpha,23,moderate,0.1699656629590683,6.4837563008818115,0.004201134895234927,0.6551724137931034,0.3448275862068966,91.0,90.0,58.0
Chennu,alpha,23,recovery,0.20732571208001296,5.426433864704905,0.0033743430605802567,0.7988505747126436,0.43103448275862066,91.0,90.0,58.0
Chennu,alpha,24,baseline,0.20540560145247944,6.210318561180431,0.004246741614654968,0.8275862068965517,0.5689655172413793,91.0,90.0,58.0
Chennu,alpha,24,mild,0.18423076787895748,5.137309647389918,0.0032617382765675177,0.5977011494252873,0.20689655172413793,91.0,90.0,58.0
Chennu,alpha,24,moderate,0.18212127512188137,4.830574689553011,0.0030742092675468393,0.5114942528735632,0.06896551724137931,91.0,90.0,58.0
Chennu,alpha,24,recovery,0.16996273805961676,6.098015614012805,0.0033279560678566283,0.6321839080459771,0.25862068965517243,91.0,90.0,58.0
Chennu,alpha,25,baseline,0.13071905782493168,9.208195889521315,0.003631265261155485,0.8275862068965516,0.5689655172413793,91.0,90.0,58.0
Chennu,alpha,25,mild,0.13750221957981387,9.058410233408134,0.003531889277752199,0.8678160919540229,0.603448275862069,91.0,90.0,58.0
Chennu,alpha,25,moderate,0.112023972701711,9.201009059119095,0.002955578027096719,0.6896551724137929,0.39655172413793105,91.0,90.0,58.0
Chennu,alpha,25,recovery,0.1444958439639316,9.04361433958756,0.003279199219881599,0.7873563218390804,0.46551724137931033,91.0,90.0,58.0
Chennu,alpha,26,baseline,0.1941281976700766,6.273442935170126,0.004979004908799409,0.8275862068965517,0.6724137931034483,91.0,90.0,58.0
Chennu,alpha,26,mild,0.1985459903180731,5.900227673708938,0.004801845263780471,0.82183908045977,0.5172413793103449,91.0,90.0,58.0
Chennu,alpha,26,moderate,0.17425486348139338,7.031669750567648,0.004637384070019707,0.7011494252873564,0.39655172413793105,91.0,90.0,58.0
Chennu,alpha,26,recovery,0.19973978876808907,5.492779965744972,0.004028263284105197,0.8103448275862069,0.5689655172413793,91.0,90.0,58.0
Chennu,alpha,27,baseline,0.17642985965034377,5.718150053861039,0.004187107013526949,0.8275862068965517,0.5862068965517241,91.0,90.0,58.0
Chennu,alpha,27,mild,0.17712224350619254,5.822955933218149,0.003054895391186346,0.8160919540229884,0.5172413793103449,91.0,90.0,58.0
Chennu,alpha,27,moderate,0.11684687257625888,8.549747445833043,0.0029442078823645624,0.28735632183908044,0.034482758620689655,91.0,90.0,58.0
