subject,level,filename,R_mean,D_mean,M_mean,Pi
07,mild,07-2010-anest 20100226 133.008.set,0.08633774450641964,2.75667215558204,0.0017561462607600554,0.5916
07,moderate,07-2010-anest 20100226 133.021.set,0.10544477232771335,2.780922780050135,0.00251971491292179,0.5130709677419355
07,recovery,07-2010-anest 20100226 133.027.set,0.16505505166522907,2.542616942962418,0.0023186873626663863,0.31409302325581395
08,baseline,08-2010-anest 20100301 095.004.set,0.15192678758097114,3.0555471195289217,0.0032049274857125485,0.6548864864864865
08,mild,08-2010-anest 20100301 095.010.set,0.12065226996638881,3.1054104043051707,0.0026276451759833282,0.654676923076923
08,moderate,08-2010-anest 20100301 095.015.set,0.09610942151738844,2.97540851516659,0.0019723213984107475,0.6422222222222222
08,recovery,08-2010-anest 20100301 095.028.set,0.156706985659697,2.8160830773494494,0.0031057847999784623,0.62893
09,baseline,09-2010-anest 20100301 135.003.set,0.26577946633949995,2.0860007238697422,0.0029902067565313784,0.6892
09,mild,09-2010-anest 20100301 135.008.set,0.27380025562809573,2.1145396200195203,0.0031888622788955987,0.7101904761904761
09,moderate,09-2010-anest 20100301 135.021.set,0.16266971609317968,3.047384775601158,0.0038365188910001505,0.21761951219512196
09,recovery,09-2010-anest 20100301 135.026.set,0.2658804237457279,2.1481116831833287,0.0029827508995393234,0.7277047619047619
10,baseline,10-2010-anest 20100305 130.005.set,0.09980087888119665,2.9366271854585655,0.002054498948556915,0.6507272727272727
10,mild,10-2010-anest 20100305 130.010.set,0.08278754593372545,2.791403704545437,0.0016131099786148996,0.74319
10,moderate,10-2010-anest 20100305 130.015.set,0.08352461316386349,2.9029035749916003,0.0016128879142104562,0.7708324324324324
10,recovery,10-2010-anest 20100305 130.028.set,0.10904595508093506,2.7438445921931263,0.0019387186515642401,0.5379052631578948
13,baseline,13-2010-anest 20100322 132.003.set,0.15259161181285266,2.2710753296383115,0.003087847834832583,0.6622564102564102
13,mild,13-2010-anest 20100322 132.008.set,0.14437366226608522,2.2600332558217784,0.0028711351163042405,0.6784558139534884
13,moderate,13-2010-anest 20100322 132.013.set,0.13828925047074028,2.4101726863190716,0.002741046236501011,0.6070731707317073
13,recovery,13-2010-anest 20100322 132.026.set,0.14431424197260054,2.27266059563421,0.0028388857158818856,0.6964307692307692
14,baseline,14-2010-anest 20100324 125.007.set,0.10711700697684076,3.067207268220899,0.002542604251505678,0.6581658536585366
14,mild,14-2010-anest 20100324 132.011.set,0.10584310340978904,3.1625324758664166,0.002641643394191043,0.69613
14,moderate,14-2010-anest 20100324 132.016.set,0.09075204882115886,3.078968786680754,0.001940769223804611,0.72012
14,recovery,14-2010-anest 20100324 132.031.set,0.1158576604622871,3.0870655632565627,0.002798915361805665,0.65421
18,baseline,18-2010-anest 20100331 140.003.set,0.17610869346979185,2.4380774324365038,0.0030566863284629243,0.6649658536585366
18,mild,18-2010-anest 20100331 140.009.set,0.17585297777137388,2.390128537073102,0.0024645673319191866,0.7038731707317073
18,moderate,18-2010-anest 20100331 140.014.set,0.10941906555206571,3.047220122393058,0.0023209199382351483,0.35559
18,recovery,18-2010-anest 20100331 140.027.set,0.16618983153334926,2.4799233845426074,0.0028244460817517603,0.6708410256410257
20,baseline,20-2010-anest 20100414 131.004.set,0.09799818532543268,3.1465570521702624,0.0017483152284326503,0.6558926829268292
20,mild,20-2010-anest 20100414 131.009.set,0.11019263352637478,2.874807632619216,0.0017632712091511758,0.5761
20,moderate,20-2010-anest 20100414 131.022.set,0.08602270948671216,3.396757095423997,0.001582085121616561,0.62906
20,recovery,20-2010-anest 20100414 131.027.set,0.10654080337694831,2.8431407229378887,0.0016818348207472051,0.6191809523809524
22,baseline,22-2010-anest 20100415 132.004.set,0.15838666650982494,2.986912647070328,0.0037901632893573923,0.6675666666666666
22,mild,22-2010-anest 20100415 132.009.set,0.16594588867664045,2.978886160226423,0.003906765005236046,0.6701951219512196
22,moderate,22-2010-anest 20100415 132.014.set,0.17708346304960726,2.8245498753450957,0.003827592628365229,0.66482
22,recovery,22-2010-anest 20100415 154.003.set,0.14877056218353316,2.928844243182426,0.0030723678190240395,0.6802358974358974
23,baseline,23-2010-anest 20100420 094.003.set,0.1544665399539097,2.2130755148540153,0.0028344425877707647,0.6536571428571428
23,mild,23-2010-anest 20100420 094.008.set,0.18291624350386518,2.339039559427265,0.0032646933789158006,0.63904
23,moderate,23-2010-anest 20100420 094.022.set,0.10648606883342344,2.903870729011078,0.002289927430530963,0.40570731707317076
23,recovery,23-2010-anest 20100420 094.027.set,0.16416066655306888,2.347136992348354,0.002711915066038303,0.65038
24,baseline,24-2010-anest 20100420 134.003.set,0.1848078057844637,2.529122136435476,0.003443379766232728,0.665488
24,mild,24-2010-anest 20100420 134.010.set,0.172277573796833,2.1749820653290306,0.0024578626687871224,0.5989837837837838
24,moderate,24-2010-anest 20100420 134.015.set,0.12205086154527386,2.8606449213176197,0.0023193266085947896,0.4250842105263158
24,recovery,24-2010-anest 20100420 134.028.set,0.16277451998372833,2.3872229834163887,0.0028276542106305553,0.6526926829268292
25,baseline,25-2010-anest 20100422 133.003.set,0.11476389800139193,3.341140771356999,0.0025171704606938173,0.6578054054054054
25,mild,25-2010-anest 20100422 133.008.set,0.12027732609037187,3.3755753312970693,0.0025908932898799824,0.6432
25,moderate,25-2010-anest 20100422 133.021.set,0.09518971450079815,2.981704285356689,0.002016655694458358,0.5690444444444445
25,recovery,25-2010-anest 20100422 133.026.set,0.12747773450290575,3.2515855158835496,0.0026621771833040537,0.5964117647058823
26,baseline,26-2010-anest 20100507 132.003.set,0.15134124937353743,2.8185754064802446,0.003521383891510975,0.6510761904761905
26,mild,26-2010-anest 20100507 132.008.set,0.12879585714053557,2.999327457466171,0.003176522813146885,0.6132571428571428
26,moderate,26-2010-anest 20100507 132.013.set,0.11169227147043724,2.9935462919159077,0.0025387374312047417,0.64648
26,recovery,26-2010-anest 20100507 132.026.set,0.14682450669579858,2.6886864463590987,0.0037078627574146936,0.6068487804878049
27,baseline,27-2010-anest 20100823 104.001.set,0.15238062209338948,2.42118750427153,0.0028219866489746295,0.6611578947368421
27,mild,27-2010-anest 20100823 104.010.set,0.1385684157650665,2.873792371143768,0.002214552093400667,0.5874634146341463
27,moderate,27-2010-anest 20100823 104.023.set,0.10230799625662945,2.9786536544819646,0.002265412827193085,0.4531225806451613
27,recovery,27-2010-anest 20100823 104.028.set,0.1547357305161683,2.5052096357850693,0.0025241582067565046,0.6682634146341463
28,baseline,28-2010-anest 20100824 092.004.set,0.15672845973456537,2.4957551918116567,0.002860823624962463,0.6508972972972973
28,mild,28-2010-anest 20100824 092.011.set,0.16231796829087528,2.3979363096322026,0.002848790924036063,0.7232
28,moderate,28-2010-anest 20100824 092.016.set,0.1443919065090905,2.5526159838819753,0.0028567954672221022,0.6966926829268293
28,recovery,28-2010-anest 20100824 092.029.set,0.1552362337168108,2.34915633047725,0.002588979253972627,0.7044717948717949
29,baseline,29-2010-anest 20100921 142.005.set,0.1613510263882372,2.592831825110759,0.00363072728855738,0.6605714285714286
29,mild,29-2010-anest 20100921 142.010.set,0.17399420612401814,2.5713868584852158,0.0036022727024135784,0.66324
29,moderate,29-2010-anest 20100921 142.023.set,0.15954789089684604,2.899522094637221,0.003882333267304369,0.6167219512195122
29,recovery,29-2010-anest 20100921 142.028.set,0.15648853253866915,2.4846859667789554,0.003172587565569357,0.6712682926829269
