subject,run,phase,n_windows,Pi_fMRI,R_phase_mean,D_eff_mean,M_tau_mean,mean_fc,mean_abs_fc,fd_mean,fd_max,baseline_R_lower,baseline_R_upper,baseline_D_lower,baseline_D_upper,baseline_M_lower,baseline_M_upper
sub-02,1,Base1,57,0.7894736842105263,0.38190055811007967,0.037620192990424975,0.15785044830473483,0.2143585479216854,0.3489038912079571,0.1320363219267367,0.3902427999999998,0.2671983371380199,0.5313660631311428,0.02316525898633487,0.047486567215239875,0.1113121474857492,0.2120314948610684
sub-02,2,PreLOR,58,0.6724137931034483,0.3918925550807351,0.036437328058200186,0.1604552653199857,0.22458800547075009,0.35609185346446565,0.1291851568430804,0.344643765000005,0.2671983371380199,0.5313660631311428,0.02316525898633487,0.047486567215239875,0.1113121474857492,0.2120314948610684
sub-02,2,LOR_task2,55,0.45454545454545453,0.29191276164447494,0.040536718578497416,0.11914564601615199,0.12004884085063292,0.3251689304404281,0.1516381549799999,1.1527806,0.2671983371380199,0.5313660631311428,0.02316525898633487,0.047486567215239875,0.1113121474857492,0.2120314948610684
sub-02,3,LOR_task3,32,0.09375,0.22512800906896416,0.040680727657750854,0.10359272070049783,0.07400576972640573,0.32434420983282325,0.14062808190054554,8.1273745,0.2671983371380199,0.5313660631311428,0.02316525898633487,0.047486567215239875,0.1113121474857492,0.2120314948610684
sub-02,3,ROR,81,0.7283950617283951,0.36203311262568005,0.03690581506441814,0.1420973434219338,0.18468407138008833,0.3488188214168155,0.1531590421816129,1.583645500000005,0.2671983371380199,0.5313660631311428,0.02316525898633487,0.047486567215239875,0.1113121474857492,0.2120314948610684
sub-02,4,Base2,57,0.8947368421052632,0.35390298601075765,0.0394197533824234,0.14004957536450144,0.17296099212569602,0.3340189331595089,0.1356802651084255,0.4182816199999999,0.2671983371380199,0.5313660631311428,0.02316525898633487,0.047486567215239875,0.1113121474857492,0.2120314948610684
sub-03,1,Base1,57,0.7368421052631579,0.30009982515820155,0.04887402326881225,0.12770955111293303,0.12584274295306364,0.29409745453440567,0.1813886095255941,0.538384000000005,0.21475431720628188,0.3635246416844399,0.04060556750978077,0.05461015781325985,0.09969598014622118,0.16313242451312918
sub-03,2,PreLOR,69,0.07246376811594203,0.4346315639999216,0.03204019736918906,0.15082358623825243,0.2600895585882437,0.3878223093178355,0.18876523888363633,0.6415480099999998,0.21475431720628188,0.3635246416844399,0.04060556750978077,0.05461015781325985,0.09969598014622118,0.16313242451312918
sub-03,2,LOR_task2,43,0.6046511627906976,0.29141875823661006,0.041613067458874616,0.12294049375087668,0.11603857785117472,0.32065743328282814,0.22836595613959668,2.2005718,0.21475431720628188,0.3635246416844399,0.04060556750978077,0.05461015781325985,0.09969598014622118,0.16313242451312918
sub-03,3,LOR_task3,18,0.2222222222222222,0.33578749396738594,0.037277967847458605,0.12841781264042995,0.1490703406837112,0.34233816214152274,0.1406174888347258,0.43044804,0.21475431720628188,0.3635246416844399,0.04060556750978077,0.05461015781325985,0.09969598014622118,0.16313242451312918
sub-03,3,ROR,94,0.39361702127659576,0.3478358223995885,0.042109926586677185,0.13811273536605123,0.1677821555282327,0.3222992336016483,0.3017195355723689,1.344411000000005,0.21475431720628188,0.3635246416844399,0.04060556750978077,0.05461015781325985,0.09969598014622118,0.16313242451312918
sub-03,4,Base2,57,0.21052631578947367,0.39608429969036857,0.03563493778454901,0.1394764475125958,0.20938529595683275,0.35667753961988513,0.22111003083111103,0.8952645,0.21475431720628188,0.3635246416844399,0.04060556750978077,0.05461015781325985,0.09969598014622118,0.16313242451312918
sub-04,1,Base1,57,0.7543859649122807,0.2893105509179423,0.04097044926211246,0.1135286281597722,0.11175687036642275,0.3252063584569596,0.102278663630855,0.360465099999995,0.2316253108926087,0.3664890369095197,0.03467769382450945,0.04717131133600295,0.08585440152051503,0.15256274173867504
sub-04,2,PreLOR,79,0.43037974683544306,0.2469986305994089,0.039747675228566814,0.09580648555779893,0.08022658190759525,0.3314644870319495,0.1013084616990497,0.33075916,0.2316253108926087,0.3664890369095197,0.03467769382450945,0.04717131133600295,0.08585440152051503,0.15256274173867504
sub-04,2,LOR_task2,33,0.30303030303030304,0.2644965000842339,0.04101518974105043,0.11279595369438775,0.10414210375651463,0.32623085840958443,0.17841233659713157,1.4541236,0.2316253108926087,0.3664890369095197,0.03467769382450945,0.04717131133600295,0.08585440152051503,0.15256274173867504
sub-04,3,LOR_task3,46,0.45652173913043476,0.252193676524957,0.04314520507427137,0.10824518631372074,0.08762876279624444,0.3148595022947452,0.23083328696463737,3.105033539999995,0.2316253108926087,0.3664890369095197,0.03467769382450945,0.04717131133600295,0.08585440152051503,0.15256274173867504
sub-04,3,ROR,67,0.1791044776119403,0.2529289652068712,0.04964878838723797,0.10943886193017427,0.08542078803229965,0.2896811927289328,0.10202739698577108,0.2766349309999996,0.2316253108926087,0.3664890369095197,0.03467769382450945,0.04717131133600295,0.08585440152051503,0.15256274173867504
sub-04,4,Base2,57,0.22807017543859648,0.2308519918158586,0.04937486369405922,0.09909258885693827,0.07152807967874943,0.2917315660942398,0.10485235378843268,0.3229526,0.2316253108926087,0.3664890369095197,0.03467769382450945,0.04717131133600295,0.08585440152051503,0.15256274173867504
sub-05,1,Base1,57,0.7017543859649122,0.22821190971037117,0.042949728784295184,0.11376151312399858,0.07296392959567174,0.3154387170205188,0.13543600970119507,0.993534069,0.15503974375485396,0.3042343830772615,0.03579136495111346,0.0504176409208055,0.07436769584673229,0.1900487324356411
sub-05,2,PreLOR,50,0.34,0.30874452817275705,0.0394775068620197,0.13670667251730081,0.13526510683925183,0.3317928124452956,0.13847733848332522,1.2642303150000005,0.15503974375485396,0.3042343830772615,0.03579136495111346,0.0504176409208055,0.07436769584673229,0.1900487324356411
sub-05,2,LOR_task2,52,0.2692307692307692,0.339238276007972,0.0343676038212947,0.1444547445650517,0.17677040318774884,0.364124960255275,0.2676901787033332,4.35725725,0.15503974375485396,0.3042343830772615,0.03579136495111346,0.0504176409208055,0.07436769584673229,0.1900487324356411
sub-05,3,LOR_task3,32,0.53125,0.2962156616821614,0.04282876416570679,0.12058980316226144,0.11677493650453041,0.31679579974741584,0.4034613256911662,1.5352711000000003,0.15503974375485396,0.3042343830772615,0.03579136495111346,0.0504176409208055,0.07436769584673229,0.1900487324356411
sub-05,3,ROR,81,0.5925925925925926,0.28312667872175207,0.0414225540989963,0.11465356016471419,0.11337949062999947,0.32401052136641956,0.1852959025341563,1.89039165,0.15503974375485396,0.3042343830772615,0.03579136495111346,0.0504176409208055,0.07436769584673229,0.1900487324356411
sub-05,4,Base2,57,0.45614035087719296,0.288550265033363,0.04061459598748813,0.11479954993950164,0.11536992393006447,0.3272502677299408,0.141048839125777,0.7818308500000001,0.15503974375485396,0.3042343830772615,0.03579136495111346,0.0504176409208055,0.07436769584673229,0.1900487324356411
sub-06,1,Base1,57,0.7368421052631579,0.4538307959704061,0.03397215406042464,0.16910732540680112,0.2770178279545002,0.3697137092926099,0.16522787069196726,1.7452915999999998,0.35431428448433255,0.5579593731831286,0.02478730845500954,0.04408457564407098,0.12908178673136445,0.21607551083522644
sub-06,2,PreLOR,44,0.5227272727272727,0.4019820324056058,0.03454747372132067,0.1613939183229793,0.23863521991522726,0.36239282739491663,0.3056306847051514,3.21888725,0.35431428448433255,0.5579593731831286,0.02478730845500954,0.04408457564407098,0.12908178673136445,0.21607551083522644
sub-06,2,LOR_task2,69,0.4782608695652174,0.42842831129482184,0.03319996048293315,0.1382310512627505,0.23899060900834115,0.376745467918671,0.29795601384541065,2.4296985,0.35431428448433255,0.5579593731831286,0.02478730845500954,0.04408457564407098,0.12908178673136445,0.21607551083522644
sub-06,3,LOR_task3,46,0.30434782608695654,0.35516005713088916,0.03882738083351209,0.13019389330742134,0.16442603193683442,0.3372985324910247,0.18736816624115923,2.37398875,0.35431428448433255,0.5579593731831286,0.02478730845500954,0.04408457564407098,0.12908178673136445,0.21607551083522644
sub-06,3,ROR,52,0.40384615384615385,0.38814709359247546,0.033759339742796164,0.1446561619682093,0.2057110756292838,0.36894497097124457,0.4464211133817947,5.2226665500000005,0.35431428448433255,0.5579593731831286,0.02478730845500954,0.04408457564407098,0.12908178673136445,0.21607551083522644
sub-06,4,Base2,57,0.49122807017543857,0.37368754907243734,0.03863939414942656,0.153898415095508,0.1951286077652457,0.33850172225234476,0.2533702009161872,2.6829829000000003,0.35431428448433255,0.5579593731831286,0.02478730845500954,0.04408457564407098,0.12908178673136445,0.21607551083522644
sub-07,1,Base1,57,0.7368421052631579,0.3174717594581145,0.04218875978104766,0.1175155907185418,0.1297916154183477,0.31903499327459783,0.13896342242166076,1.62023965,0.23833152326909787,0.3813396371723085,0.03473189299209071,0.04925529349817489,0.08190969495789856,0.1522495578225277
