dataset,band,subject,condition,y,dR,dD,dlogM,dPi,d_theta_power,d_alpha_power,d_beta_power,d_gamma_power,d_alpha_gamma_ratio,d_spectral_entropy
DS005620,alpha,1055,sed,1,-0.0025515028420897,0.3433103786039804,0.1224130829675735,0.0450070323488045,-0.0433098015784981,-0.1587094468938071,-0.0085026811904685,-0.009162216795725,19.96019658813187,-0.0503022972940548
DS005620,alpha,1055,sed2,1,0.0024241479888564,0.1476279117663037,0.2326154909944691,0.0576652601969058,-0.0603530720245597,-0.1925518641935624,-0.0338811869043593,-0.0097253104015842,17.100342315550986,-0.1396751833400997
DS005620,alpha,1057,awake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS005620,alpha,1057,sed,1,-0.1148620558261753,1.0709164362895,0.0010557473477361,-0.4528832630098454,-0.0077614780579233,-0.2741982791075374,0.013391990206764,-0.0100118110110671,26.72151496156312,-0.05336767952392
DS005620,alpha,1057,sed2,1,-0.105083781607098,0.8418289980293672,-0.0067425908463003,-0.4000745308762186,-0.0340601877066016,-0.3896750870162351,0.0021739201825419,-0.010228338341363,4.339872739587314,-0.1821746602185481
DS005620,alpha,1060,awake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS005620,alpha,1060,sed,1,-0.0098561997068601,-0.1357459410128334,0.0307764351937716,-0.0496952648851382,-0.0305111161070217,0.1309152390668239,-0.0665689829248644,-0.0942845822753377,99.70723236666645,-0.1210860574788014
DS005620,alpha,1060,sed2,1,-0.0016195403781417,-0.2051959824326346,0.1425515551290455,-0.0847848822532366,-0.0256597859032172,0.0193334799868996,-0.0832656470920185,-0.0942350667527321,80.81258455529311,-0.1763148029889577
DS005620,alpha,1061,awake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS005620,alpha,1061,sed,1,0.0392221570348118,16.473342221277,-0.0652044598612588,-0.203469292076887,-0.0569405994633189,-0.2082033147685691,0.0112174694898679,-0.0199245978201059,29.23571141525921,-0.0658819138901011
DS005620,alpha,1061,sed2,1,-2.6224588332901533e-05,0.2797964004120041,0.1193571759477722,-0.1037782345799223,-0.0683682141576283,-0.2560255414823415,0.0018139539063145,-0.0212075050608766,32.819691967706405,-0.1154954168647849
DS005620,alpha,1062,awake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS005620,alpha,1062,sed,1,-0.0075973508726372,0.5090755812907402,0.0208599606573978,-0.0440693858415379,-0.0504216811568987,-0.1637818013990093,0.0004456250289484,-0.015860070072051,22.00085753184334,-0.10080871333314
DS005620,alpha,1062,sed2,1,-0.00771978523415,0.8608978260394213,0.1889563924107138,-0.1427146068496281,-0.0542018012691701,-0.2033660950311324,0.003808199480933,-0.0166788580470817,19.53300035851375,-0.1218934480732066
DS005620,alpha,1064,awake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS005620,alpha,1064,sed,1,0.0460113632576288,-0.8272431780991103,0.2457064191827971,-0.2728551336146272,-0.1016414360859292,0.2381182470016585,-0.0118590320267858,-0.0505835974998747,45.395783260284674,-0.059602233529668
DS005620,alpha,1064,sed2,1,0.0478176461008512,-0.922041980619277,0.3683507524787588,-0.2509767151117361,-0.0897674213040366,0.0926854871358509,-0.0386304053677345,-0.0485578832703503,31.936912826734275,-0.1356111098220384
DS005620,alpha,1067,awake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS005620,alpha,1067,sed,1,0.0133521028264985,-0.1391781181029285,-0.2560382499890079,0.1045475855602436,-0.01085227993677,0.2596761390578055,0.0742519261499786,-0.0028221402985622,32.91496724104125,0.1966083012263901
DS005620,alpha,1067,sed2,1,0.0248186020487835,-0.2506875944055364,-0.222889624271009,0.0918532943849401,-0.0150118301779201,0.0658622226527616,-0.0152241039675145,-0.0082946499096508,36.28193667352183,-0.0163422879008197
DS005620,alpha,1068,awake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS005620,alpha,1068,sed,1,0.1823382161714506,-0.1119007113774208,0.8229736198896618,-0.2974683544303796,-0.08374917879879,-0.0707844147919852,-0.1279861705642287,-0.0455635900378474,28.35128521957904,-0.2672191991805603
DS005620,alpha,1068,sed2,1,0.1149810194681903,-0.1214958750819401,0.780690326492735,-0.1987449962133508,-0.0875864632139546,-0.1691067482201952,-0.1278228720146801,-0.0436866317954943,1.6690711870187591,-0.3458967105773947
DS005620,alpha,1071,awake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS005620,alpha,1071,sed,1,-0.021749974548361,0.3196422656949256,0.413983352066416,-0.1551804969526486,-0.0339797765430024,-0.2370493435225669,-0.0073543940522511,-0.0286398411009302,16.476870071554096,-0.0921644705371939
DS005620,alpha,1071,sed2,1,0.0092832062916636,0.5737416684016363,0.6468403705670407,-0.249484380286068,-0.0084123783224566,-0.3489829190481291,-0.0334397689041931,-0.0314590375724918,7.948269503295727,-0.162250732438868
DS005620,alpha,1074,awake,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS005620,alpha,1074,sed,1,0.0347727585864942,-0.6071371018462468,0.1409545742062343,-0.0726676043131737,-0.1114022875697687,0.0081157129908588,-0.023962957577865,-0.0342089690928328,23.88664430512797,-0.1556710133357269
DS005620,alpha,1074,sed2,1,0.0387891952801635,-0.5426348603537678,0.3359506316551446,-0.0980802288819164,-0.1011491931459212,0.0026944620295443,-0.0176712466373126,-0.0289839920942093,14.583217765187957,-0.1436305375234511
Chennu,gamma,2,baseline,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chennu,gamma,2,moderate,1,0.0289956600135388,-0.9890412239656032,0.1190763903278502,-0.3701629304029304,-0.0477806543978524,-0.1293540698260817,0.1698858276308876,0.0062628112088691,-20.494086701995503,0.0617568015010535
Chennu,gamma,3,baseline,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chennu,gamma,3,moderate,1,-0.0186610985271973,0.1489924216994085,0.0846061262549371,-0.1745069609507639,-0.0455123739128489,-0.0885707196789419,-0.0164769844252763,-0.0186052530371681,22.58868113168285,-0.048492584496419
Chennu,gamma,5,baseline,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chennu,gamma,5,moderate,1,-0.0218333203347885,-0.2035015723685962,-0.1450647439569095,0.0033302564102564,-0.0185936551538608,-0.0785850516061958,0.1414789332626846,-0.0091758156503079,6.935593337095458,0.0286214562631038
Chennu,gamma,6,baseline,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chennu,gamma,6,moderate,1,0.0086737706037614,-0.2534693664428604,0.0627877878796909,-0.0954849816849817,-0.0013491823092052,-0.1398368931706663,0.0498903571453891,-0.0005671873262087,-15.665296511369718,0.0482193744495987
Chennu,gamma,7,baseline,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chennu,gamma,7,moderate,1,0.0048667979913089,-0.5127163049295804,0.0493317905053265,-0.0759971326164874,-0.1556937866983697,0.2004744535937061,0.1293066044427482,-0.0147134955257862,58.9072252313974,0.0178388773371935
Chennu,gamma,8,baseline,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chennu,gamma,8,moderate,1,-0.0332565044650241,-0.7308903939092684,-0.2907302383057377,-0.1332171171171171,-0.0328212171627265,0.0802887250096632,-0.0150880806221792,-0.0205522534641559,39.99078784205379,-0.0362689714594387
Chennu,gamma,9,baseline,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chennu,gamma,9,moderate,1,-0.0074602149064482,0.190163058606898,-0.0641796309516675,0.0268097560975609,-0.0164189918448279,-0.2851864780908257,0.2975627557085822,0.0014445328681448,-45.389402082151406,0.1766105561917175
Chennu,gamma,10,baseline,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chennu,gamma,10,moderate,1,0.0025364901184014,0.1627316122469224,0.1175399365187557,-0.0054814086814086,-0.0849868308241127,0.1308014289741916,0.0168861113097722,-0.0023596462595382,20.07023455585341,-0.0022282845720857
Chennu,gamma,13,baseline,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chennu,gamma,13,moderate,1,-0.0082269833824473,-0.0317671811365594,-0.0474906653198732,-0.0209250781738586,0.0081148583830621,-0.0217751768561705,0.0434845275664779,-0.0018660751065072,8.6805991304333,0.0259772232756995
Chennu,gamma,14,baseline,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chennu,gamma,14,moderate,1,-0.0008240841914862,-0.2130630351693341,-0.0018227571679148,-0.0026985365853658,0.0113613371801742,0.0117020227800165,0.0016651054891809,-0.0043296649890608,19.195838982509137,0.0021742168312171
Chennu,gamma,18,baseline,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
