dataset,band,row_index,subject,condition,y,model,score
DS005620,alpha,60,1036,sed2,1,spectral_all,0.9782001063636343
DS005620,alpha,61,1037,awake,0,spectral_all,0.07592895055709713
DS005620,alpha,62,1045,awake,0,spectral_all,0.07927592008662507
DS005620,alpha,63,1045,sed,1,spectral_all,0.9827789765772459
DS005620,alpha,64,1045,sed2,1,spectral_all,0.9430874189221338
DS005620,alpha,65,1046,awake,0,spectral_all,0.07648008633998767
DS005620,alpha,66,1046,sed,1,spectral_all,0.6899862173861054
DS005620,alpha,67,1046,sed2,1,spectral_all,0.9569415557549218
DS005620,alpha,68,1054,awake,0,spectral_all,0.07733628549722635
DS005620,alpha,69,1054,sed,1,spectral_all,0.9992591687357332
DS005620,alpha,70,1054,sed2,1,spectral_all,0.9994673563080214
DS005620,alpha,71,1055,awake,0,spectral_all,0.0787815287251776
DS005620,alpha,72,1055,sed,1,spectral_all,0.88051394460888
DS005620,alpha,73,1055,sed2,1,spectral_all,0.9080924001267578
DS005620,alpha,74,1057,awake,0,spectral_all,0.07839439721954267
DS005620,alpha,75,1057,sed,1,spectral_all,0.9506893738351294
DS005620,alpha,76,1057,sed2,1,spectral_all,0.8947258879080724
DS005620,alpha,77,1060,awake,0,spectral_all,0.06356389149393982
DS005620,alpha,78,1060,sed,1,spectral_all,0.999999948633671
DS005620,alpha,79,1060,sed2,1,spectral_all,0.9999997263523086
DS005620,alpha,80,1061,awake,0,spectral_all,0.07943616510048251
DS005620,alpha,81,1061,sed,1,spectral_all,0.988898303524605
DS005620,alpha,82,1061,sed2,1,spectral_all,0.996023799617275
DS005620,alpha,83,1062,awake,0,spectral_all,0.07966096711994035
DS005620,alpha,84,1062,sed,1,spectral_all,0.9541759133378999
DS005620,alpha,85,1062,sed2,1,spectral_all,0.9624603962525522
DS005620,alpha,86,1064,awake,0,spectral_all,0.07793662119443458
DS005620,alpha,87,1064,sed,1,spectral_all,0.9971934541883218
DS005620,alpha,88,1064,sed2,1,spectral_all,0.9934317497438193
DS005620,alpha,89,1067,awake,0,spectral_all,0.0656825870294432
DS005620,alpha,90,1067,sed,1,spectral_all,0.07107507206180391
DS005620,alpha,91,1067,sed2,1,spectral_all,0.6695726997660355
DS005620,alpha,92,1068,awake,0,spectral_all,0.0782752458415383
DS005620,alpha,93,1068,sed,1,spectral_all,0.9899000453695204
DS005620,alpha,94,1068,sed2,1,spectral_all,0.9353798374758401
DS005620,alpha,95,1071,awake,0,spectral_all,0.07886129147344692
DS005620,alpha,96,1071,sed,1,spectral_all,0.9618948867258064
DS005620,alpha,97,1071,sed2,1,spectral_all,0.933717013329663
DS005620,alpha,98,1074,awake,0,spectral_all,0.07932952386308696
DS005620,alpha,99,1074,sed,1,spectral_all,0.9874485141067944
DS005620,alpha,100,1074,sed2,1,spectral_all,0.9509815030640697
DS005620,alpha,40,1010,awake,0,gcc_pi,0.3052375085553769
DS005620,alpha,41,1010,sed,1,gcc_pi,0.793157001223829
DS005620,alpha,42,1010,sed2,1,gcc_pi,0.7091390188922968
DS005620,alpha,43,1016,awake,0,gcc_pi,0.2743272113320474
DS005620,alpha,44,1016,sed,1,gcc_pi,0.23065660934067544
DS005620,alpha,45,1016,sed2,1,gcc_pi,0.1618184625562551
DS005620,alpha,46,1017,awake,0,gcc_pi,0.29661196650822336
DS005620,alpha,47,1017,sed,1,gcc_pi,0.5672695962100601
DS005620,alpha,48,1017,sed2,1,gcc_pi,0.48764596550633366
DS005620,alpha,49,1022,awake,0,gcc_pi,0.30780486220419956
DS005620,alpha,50,1022,sed,1,gcc_pi,0.9737278076535636
DS005620,alpha,51,1022,sed2,1,gcc_pi,0.963486850535347
DS005620,alpha,52,1024,awake,0,gcc_pi,0.30814602771505084
DS005620,alpha,53,1024,sed,1,gcc_pi,0.9660537810487715
DS005620,alpha,54,1024,sed2,1,gcc_pi,0.9426833887639545
DS005620,alpha,55,1033,awake,0,gcc_pi,0.3055822953406387
DS005620,alpha,56,1033,sed,1,gcc_pi,0.9917104133562443
DS005620,alpha,57,1033,sed2,1,gcc_pi,0.9929990026520111
DS005620,alpha,58,1036,awake,0,gcc_pi,0.307591361932487
DS005620,alpha,59,1036,sed,1,gcc_pi,0.9338642459646738
DS005620,alpha,60,1036,sed2,1,gcc_pi,0.9860416360325389
DS005620,alpha,61,1037,awake,0,gcc_pi,0.2976973549721172
DS005620,alpha,62,1045,awake,0,gcc_pi,0.30713535068393505
DS005620,alpha,63,1045,sed,1,gcc_pi,0.9856421311588563
DS005620,alpha,64,1045,sed2,1,gcc_pi,0.9734495918524316
DS005620,alpha,65,1046,awake,0,gcc_pi,0.30225613049049666
DS005620,alpha,66,1046,sed,1,gcc_pi,0.807282365918383
DS005620,alpha,67,1046,sed2,1,gcc_pi,0.5495579017194814
DS005620,alpha,68,1054,awake,0,gcc_pi,0.2948935275601962
DS005620,alpha,69,1054,sed,1,gcc_pi,0.6762291545852895
DS005620,alpha,70,1054,sed2,1,gcc_pi,0.3565898986791036
DS005620,alpha,71,1055,awake,0,gcc_pi,0.26895334042383023
DS005620,alpha,72,1055,sed,1,gcc_pi,0.15475927803436618
DS005620,alpha,73,1055,sed2,1,gcc_pi,0.13078792681710683
DS005620,alpha,74,1057,awake,0,gcc_pi,0.30467129324168146
DS005620,alpha,75,1057,sed,1,gcc_pi,0.9966084061727372
DS005620,alpha,76,1057,sed2,1,gcc_pi,0.9927836552273405
DS005620,alpha,77,1060,awake,0,gcc_pi,0.29564063678030306
DS005620,alpha,78,1060,sed,1,gcc_pi,0.45073148042493055
DS005620,alpha,79,1060,sed2,1,gcc_pi,0.5684845948222333
DS005620,alpha,80,1061,awake,0,gcc_pi,0.3047329069002074
DS005620,alpha,81,1061,sed,1,gcc_pi,0.8682548059218158
DS005620,alpha,82,1061,sed2,1,gcc_pi,0.6358972345647436
DS005620,alpha,83,1062,awake,0,gcc_pi,0.29844310117515704
DS005620,alpha,84,1062,sed,1,gcc_pi,0.43496703792783536
DS005620,alpha,85,1062,sed2,1,gcc_pi,0.7438364863728537
DS005620,alpha,86,1064,awake,0,gcc_pi,0.3084828603612588
DS005620,alpha,87,1064,sed,1,gcc_pi,0.948225941719511
DS005620,alpha,88,1064,sed2,1,gcc_pi,0.9314914664619434
DS005620,alpha,89,1067,awake,0,gcc_pi,0.25722439745405035
DS005620,alpha,90,1067,sed,1,gcc_pi,0.055921352270503676
DS005620,alpha,91,1067,sed2,1,gcc_pi,0.068379308030491
DS005620,alpha,92,1068,awake,0,gcc_pi,0.3080906701056503
DS005620,alpha,93,1068,sed,1,gcc_pi,0.9617677127395737
DS005620,alpha,94,1068,sed2,1,gcc_pi,0.8683266479619741
DS005620,alpha,95,1071,awake,0,gcc_pi,0.30736374534891975
DS005620,alpha,96,1071,sed,1,gcc_pi,0.7801902505140446
DS005620,alpha,97,1071,sed2,1,gcc_pi,0.9262418603234968
DS005620,alpha,98,1074,awake,0,gcc_pi,0.29862477823702605
DS005620,alpha,99,1074,sed,1,gcc_pi,0.5292326531045417
DS005620,alpha,100,1074,sed2,1,gcc_pi,0.6122084277638833
DS005620,alpha,40,1010,awake,0,gcc_triad_plus_pi,0.30125534659121633
DS005620,alpha,41,1010,sed,1,gcc_triad_plus_pi,0.8048549971041777
DS005620,alpha,42,1010,sed2,1,gcc_triad_plus_pi,0.6688348944605138
DS005620,alpha,43,1016,awake,0,gcc_triad_plus_pi,0.270462001625788
DS005620,alpha,44,1016,sed,1,gcc_triad_plus_pi,0.2214791934709658
DS005620,alpha,45,1016,sed2,1,gcc_triad_plus_pi,0.15784100611248594
DS005620,alpha,46,1017,awake,0,gcc_triad_plus_pi,0.288313211766726
DS005620,alpha,47,1017,sed,1,gcc_triad_plus_pi,0.43983631694475733
DS005620,alpha,48,1017,sed2,1,gcc_triad_plus_pi,0.37452543014224804
DS005620,alpha,49,1022,awake,0,gcc_triad_plus_pi,0.30470213098647886
DS005620,alpha,50,1022,sed,1,gcc_triad_plus_pi,0.9620787241015328
DS005620,alpha,51,1022,sed2,1,gcc_triad_plus_pi,0.9497080868977537
DS005620,alpha,52,1024,awake,0,gcc_triad_plus_pi,0.30479900284610156
DS005620,alpha,53,1024,sed,1,gcc_triad_plus_pi,0.9474701437650139
DS005620,alpha,54,1024,sed2,1,gcc_triad_plus_pi,0.9170395148527
DS005620,alpha,55,1033,awake,0,gcc_triad_plus_pi,0.3028521770110901
DS005620,alpha,56,1033,sed,1,gcc_triad_plus_pi,0.9902233404855437
DS005620,alpha,57,1033,sed2,1,gcc_triad_plus_pi,0.9906844283463763
DS005620,alpha,58,1036,awake,0,gcc_triad_plus_pi,0.3041126484996745
DS005620,alpha,59,1036,sed,1,gcc_triad_plus_pi,0.9023930194506113
DS005620,alpha,60,1036,sed2,1,gcc_triad_plus_pi,0.9827663667518557
DS005620,alpha,61,1037,awake,0,gcc_triad_plus_pi,0.2943844542947327
DS005620,alpha,62,1045,awake,0,gcc_triad_plus_pi,0.3043151684186276
DS005620,alpha,63,1045,sed,1,gcc_triad_plus_pi,0.9833719556484731
DS005620,alpha,64,1045,sed2,1,gcc_triad_plus_pi,0.9698911259533812
DS005620,alpha,65,1046,awake,0,gcc_triad_plus_pi,0.2998168293099531
DS005620,alpha,66,1046,sed,1,gcc_triad_plus_pi,0.8497750397258126
DS005620,alpha,67,1046,sed2,1,gcc_triad_plus_pi,0.5291517281789452
DS005620,alpha,68,1054,awake,0,gcc_triad_plus_pi,0.2885916256950551
DS005620,alpha,69,1054,sed,1,gcc_triad_plus_pi,0.6018800690954285
DS005620,alpha,70,1054,sed2,1,gcc_triad_plus_pi,0.3134778634201847
DS005620,alpha,71,1055,awake,0,gcc_triad_plus_pi,0.2693235020391514
DS005620,alpha,72,1055,sed,1,gcc_triad_plus_pi,0.14932716151195977
DS005620,alpha,73,1055,sed2,1,gcc_triad_plus_pi,0.12332724518355272
DS005620,alpha,74,1057,awake,0,gcc_triad_plus_pi,0.30176816061463513
DS005620,alpha,75,1057,sed,1,gcc_triad_plus_pi,0.9965711834218273
DS005620,alpha,76,1057,sed2,1,gcc_triad_plus_pi,0.9926671835648686
DS005620,alpha,77,1060,awake,0,gcc_triad_plus_pi,0.29302560802600797
DS005620,alpha,78,1060,sed,1,gcc_triad_plus_pi,0.4508981917926474
DS005620,alpha,79,1060,sed2,1,gcc_triad_plus_pi,0.5895804263109307
DS005620,alpha,80,1061,awake,0,gcc_triad_plus_pi,0.2914899164161093
DS005620,alpha,81,1061,sed,1,gcc_triad_plus_pi,9.239341038897674e-10
DS005620,alpha,82,1061,sed2,1,gcc_triad_plus_pi,0.5645250726444233
DS005620,alpha,83,1062,awake,0,gcc_triad_plus_pi,0.2957580654452737
DS005620,alpha,84,1062,sed,1,gcc_triad_plus_pi,0.4387268662108724
DS005620,alpha,85,1062,sed2,1,gcc_triad_plus_pi,0.7743665942219
DS005620,alpha,86,1064,awake,0,gcc_triad_plus_pi,0.30503042404358993
DS005620,alpha,87,1064,sed,1,gcc_triad_plus_pi,0.9417768076080912
DS005620,alpha,88,1064,sed2,1,gcc_triad_plus_pi,0.9345674009018149
DS005620,alpha,89,1067,awake,0,gcc_triad_plus_pi,0.2426264415366806
DS005620,alpha,90,1067,sed,1,gcc_triad_plus_pi,0.015309389122821248
DS005620,alpha,91,1067,sed2,1,gcc_triad_plus_pi,0.017625338748320965
DS005620,alpha,92,1068,awake,0,gcc_triad_plus_pi,0.30409517214535603
DS005620,alpha,93,1068,sed,1,gcc_triad_plus_pi,0.939616749111859
DS005620,alpha,94,1068,sed2,1,gcc_triad_plus_pi,0.8738470339933857
DS005620,alpha,95,1071,awake,0,gcc_triad_plus_pi,0.30530753324739995
DS005620,alpha,96,1071,sed,1,gcc_triad_plus_pi,0.8400970888063348
DS005620,alpha,97,1071,sed2,1,gcc_triad_plus_pi,0.9558043441475194
DS005620,alpha,98,1074,awake,0,gcc_triad_plus_pi,0.29456566048057686
DS005620,alpha,99,1074,sed,1,gcc_triad_plus_pi,0.4823070139099093
DS005620,alpha,100,1074,sed2,1,gcc_triad_plus_pi,0.6111463424986648
DS005620,alpha,40,1010,awake,0,spectral_all_plus_gcc,0.07364977210353241
DS005620,alpha,41,1010,sed,1,spectral_all_plus_gcc,0.901398421998344
DS005620,alpha,42,1010,sed2,1,spectral_all_plus_gcc,0.9670750571824673
DS005620,alpha,43,1016,awake,0,spectral_all_plus_gcc,0.06970241008962151
DS005620,alpha,44,1016,sed,1,spectral_all_plus_gcc,0.5381431697362874
DS005620,alpha,45,1016,sed2,1,spectral_all_plus_gcc,0.8828907997337087
DS005620,alpha,46,1017,awake,0,spectral_all_plus_gcc,0.07270706790007159
DS005620,alpha,47,1017,sed,1,spectral_all_plus_gcc,0.8486803010335588
DS005620,alpha,48,1017,sed2,1,spectral_all_plus_gcc,0.9784621018809806
DS005620,alpha,49,1022,awake,0,spectral_all_plus_gcc,0.07184463299977162
DS005620,alpha,50,1022,sed,1,spectral_all_plus_gcc,0.9919497745473616
DS005620,alpha,51,1022,sed2,1,spectral_all_plus_gcc,0.9979805253427668
DS005620,alpha,52,1024,awake,0,spectral_all_plus_gcc,0.07346308166539497
DS005620,alpha,53,1024,sed,1,spectral_all_plus_gcc,0.9946248840457758
DS005620,alpha,54,1024,sed2,1,spectral_all_plus_gcc,0.9858278137681562
DS005620,alpha,55,1033,awake,0,spectral_all_plus_gcc,0.07016017959687086
DS005620,alpha,56,1033,sed,1,spectral_all_plus_gcc,0.5683071473197284
DS005620,alpha,57,1033,sed2,1,spectral_all_plus_gcc,0.9205596101383262
DS005620,alpha,58,1036,awake,0,spectral_all_plus_gcc,0.0712924818726126
DS005620,alpha,59,1036,sed,1,spectral_all_plus_gcc,0.9998540579642192
DS005620,alpha,60,1036,sed2,1,spectral_all_plus_gcc,0.9961465384564777
DS005620,alpha,61,1037,awake,0,spectral_all_plus_gcc,0.07080042648401409
DS005620,alpha,62,1045,awake,0,spectral_all_plus_gcc,0.07390287849720112
DS005620,alpha,63,1045,sed,1,spectral_all_plus_gcc,0.9960069652349043
DS005620,alpha,64,1045,sed2,1,spectral_all_plus_gcc,0.9816358642010302
DS005620,alpha,65,1046,awake,0,spectral_all_plus_gcc,0.07080865394057556
DS005620,alpha,66,1046,sed,1,spectral_all_plus_gcc,0.6332434891337605
DS005620,alpha,67,1046,sed2,1,spectral_all_plus_gcc,0.9427586339707624
DS005620,alpha,68,1054,awake,0,spectral_all_plus_gcc,0.07199110974114488
DS005620,alpha,69,1054,sed,1,spectral_all_plus_gcc,0.9994317191948626
DS005620,alpha,70,1054,sed2,1,spectral_all_plus_gcc,0.9992246733320235
DS005620,alpha,71,1055,awake,0,spectral_all_plus_gcc,0.07102400673411739
DS005620,alpha,72,1055,sed,1,spectral_all_plus_gcc,0.7076798665273271
DS005620,alpha,73,1055,sed2,1,spectral_all_plus_gcc,0.734956707379709
DS005620,alpha,74,1057,awake,0,spectral_all_plus_gcc,0.07358409630413189
DS005620,alpha,75,1057,sed,1,spectral_all_plus_gcc,0.9896073197107289
DS005620,alpha,76,1057,sed2,1,spectral_all_plus_gcc,0.9617211667086121
DS005620,alpha,77,1060,awake,0,spectral_all_plus_gcc,0.05911832274352287
DS005620,alpha,78,1060,sed,1,spectral_all_plus_gcc,0.9999999482131912
DS005620,alpha,79,1060,sed2,1,spectral_all_plus_gcc,0.9999996906274202
DS005620,alpha,80,1061,awake,0,spectral_all_plus_gcc,0.07381421960362108
DS005620,alpha,81,1061,sed,1,spectral_all_plus_gcc,0.9999960348242302
DS005620,alpha,82,1061,sed2,1,spectral_all_plus_gcc,0.9930938195947949
DS005620,alpha,83,1062,awake,0,spectral_all_plus_gcc,0.07419687213483828
DS005620,alpha,84,1062,sed,1,spectral_all_plus_gcc,0.9255199346583833
DS005620,alpha,85,1062,sed2,1,spectral_all_plus_gcc,0.9574997187248934
DS005620,alpha,86,1064,awake,0,spectral_all_plus_gcc,0.07282580825832584
DS005620,alpha,87,1064,sed,1,spectral_all_plus_gcc,0.9991532769406467
DS005620,alpha,88,1064,sed2,1,spectral_all_plus_gcc,0.9971278884511494
DS005620,alpha,89,1067,awake,0,spectral_all_plus_gcc,0.05201617171963301
DS005620,alpha,90,1067,sed,1,spectral_all_plus_gcc,0.011787793748935467
DS005620,alpha,91,1067,sed2,1,spectral_all_plus_gcc,0.2122709574753339
DS005620,alpha,92,1068,awake,0,spectral_all_plus_gcc,0.07285106209121939
DS005620,alpha,93,1068,sed,1,spectral_all_plus_gcc,0.9810696570194124
DS005620,alpha,94,1068,sed2,1,spectral_all_plus_gcc,0.8897716575791668
DS005620,alpha,95,1071,awake,0,spectral_all_plus_gcc,0.07372478191659906
DS005620,alpha,96,1071,sed,1,spectral_all_plus_gcc,0.9559281794119755
DS005620,alpha,97,1071,sed2,1,spectral_all_plus_gcc,0.9284135366991261
DS005620,alpha,98,1074,awake,0,spectral_all_plus_gcc,0.0739932086414586
DS005620,alpha,99,1074,sed,1,spectral_all_plus_gcc,0.985309283502303
DS005620,alpha,100,1074,sed2,1,spectral_all_plus_gcc,0.9516411334180721
DS005620,alpha,40,1010,awake,0,residual_pi_after_spectral_all,0.4940597218903677
DS005620,alpha,41,1010,sed,1,residual_pi_after_spectral_all,0.5548175638818423
DS005620,alpha,42,1010,sed2,1,residual_pi_after_spectral_all,0.5279807798384545
DS005620,alpha,43,1016,awake,0,residual_pi_after_spectral_all,0.48815314066431564
DS005620,alpha,44,1016,sed,1,residual_pi_after_spectral_all,0.41381234732771
DS005620,alpha,45,1016,sed2,1,residual_pi_after_spectral_all,0.29148304260435604
DS005620,alpha,46,1017,awake,0,residual_pi_after_spectral_all,0.4917950615578427
DS005620,alpha,47,1017,sed,1,residual_pi_after_spectral_all,0.4686109641623211
DS005620,alpha,48,1017,sed2,1,residual_pi_after_spectral_all,0.4513021392173282
DS005620,alpha,49,1022,awake,0,residual_pi_after_spectral_all,0.498111954402073
DS005620,alpha,50,1022,sed,1,residual_pi_after_spectral_all,0.6331593650712903
DS005620,alpha,51,1022,sed2,1,residual_pi_after_spectral_all,0.6493397279486408
DS005620,alpha,52,1024,awake,0,residual_pi_after_spectral_all,0.4921785251325106
DS005620,alpha,53,1024,sed,1,residual_pi_after_spectral_all,0.6426412676857616
DS005620,alpha,54,1024,sed2,1,residual_pi_after_spectral_all,0.6138672168723638
DS005620,alpha,55,1033,awake,0,residual_pi_after_spectral_all,0.49770018279599476
DS005620,alpha,56,1033,sed,1,residual_pi_after_spectral_all,0.5987820731888012
DS005620,alpha,57,1033,sed2,1,residual_pi_after_spectral_all,0.6087440816486958
DS005620,alpha,58,1036,awake,0,residual_pi_after_spectral_all,0.4898922310361493
DS005620,alpha,59,1036,sed,1,residual_pi_after_spectral_all,0.5584377291038448
DS005620,alpha,60,1036,sed2,1,residual_pi_after_spectral_all,0.6323989736736676
DS005620,alpha,61,1037,awake,0,residual_pi_after_spectral_all,0.4920440055046977
DS005620,alpha,62,1045,awake,0,residual_pi_after_spectral_all,0.49084915716705385
DS005620,alpha,63,1045,sed,1,residual_pi_after_spectral_all,0.5777205999909582
DS005620,alpha,64,1045,sed2,1,residual_pi_after_spectral_all,0.5482513004697711
DS005620,alpha,65,1046,awake,0,residual_pi_after_spectral_all,0.49105520474597286
DS005620,alpha,66,1046,sed,1,residual_pi_after_spectral_all,0.44691532183548877
DS005620,alpha,67,1046,sed2,1,residual_pi_after_spectral_all,0.3980472581474471
DS005620,alpha,68,1054,awake,0,residual_pi_after_spectral_all,0.4962824164700097
DS005620,alpha,69,1054,sed,1,residual_pi_after_spectral_all,0.4455233788655462
DS005620,alpha,70,1054,sed2,1,residual_pi_after_spectral_all,0.4002381681554221
DS005620,alpha,71,1055,awake,0,residual_pi_after_spectral_all,0.48702042989384425
DS005620,alpha,72,1055,sed,1,residual_pi_after_spectral_all,0.30737053266641323
DS005620,alpha,73,1055,sed2,1,residual_pi_after_spectral_all,0.3038367161881768
DS005620,alpha,74,1057,awake,0,residual_pi_after_spectral_all,0.4904663877746051
DS005620,alpha,75,1057,sed,1,residual_pi_after_spectral_all,0.7255368285629982
DS005620,alpha,76,1057,sed2,1,residual_pi_after_spectral_all,0.7167668611381963
DS005620,alpha,77,1060,awake,0,residual_pi_after_spectral_all,0.4989178837373832
DS005620,alpha,78,1060,sed,1,residual_pi_after_spectral_all,0.42551778333134954
DS005620,alpha,79,1060,sed2,1,residual_pi_after_spectral_all,0.43392909743716473
DS005620,alpha,80,1061,awake,0,residual_pi_after_spectral_all,0.49432846507334327
DS005620,alpha,81,1061,sed,1,residual_pi_after_spectral_all,0.47513100992846424
DS005620,alpha,82,1061,sed2,1,residual_pi_after_spectral_all,0.41391082787548217
DS005620,alpha,83,1062,awake,0,residual_pi_after_spectral_all,0.4914981193031131
DS005620,alpha,84,1062,sed,1,residual_pi_after_spectral_all,0.4228307587895773
DS005620,alpha,85,1062,sed2,1,residual_pi_after_spectral_all,0.4746636505402156
DS005620,alpha,86,1064,awake,0,residual_pi_after_spectral_all,0.49493190971165146
DS005620,alpha,87,1064,sed,1,residual_pi_after_spectral_all,0.6140379084187223
DS005620,alpha,88,1064,sed2,1,residual_pi_after_spectral_all,0.590871105982859
DS005620,alpha,89,1067,awake,0,residual_pi_after_spectral_all,0.48229243254714005
DS005620,alpha,90,1067,sed,1,residual_pi_after_spectral_all,0.3733825204740758
DS005620,alpha,91,1067,sed2,1,residual_pi_after_spectral_all,0.36511335669136363
DS005620,alpha,92,1068,awake,0,residual_pi_after_spectral_all,0.49490334811471715
DS005620,alpha,93,1068,sed,1,residual_pi_after_spectral_all,0.595075378727107
DS005620,alpha,94,1068,sed2,1,residual_pi_after_spectral_all,0.5647821389691822
DS005620,alpha,95,1071,awake,0,residual_pi_after_spectral_all,0.4921977327524883
DS005620,alpha,96,1071,sed,1,residual_pi_after_spectral_all,0.46756994464932616
DS005620,alpha,97,1071,sed2,1,residual_pi_after_spectral_all,0.5290423968412383
DS005620,alpha,98,1074,awake,0,residual_pi_after_spectral_all,0.4913517608107091
DS005620,alpha,99,1074,sed,1,residual_pi_after_spectral_all,0.4519882659429516
DS005620,alpha,100,1074,sed2,1,residual_pi_after_spectral_all,0.4821141189625886
DS005620,alpha,40,1010,awake,0,residual_gcc_after_spectral_all,0.4784224097240732
DS005620,alpha,41,1010,sed,1,residual_gcc_after_spectral_all,0.7575708983761572
DS005620,alpha,42,1010,sed2,1,residual_gcc_after_spectral_all,0.5594291277247903
DS005620,alpha,43,1016,awake,0,residual_gcc_after_spectral_all,0.4531915799589243
DS005620,alpha,44,1016,sed,1,residual_gcc_after_spectral_all,0.1741462680778902
DS005620,alpha,45,1016,sed2,1,residual_gcc_after_spectral_all,0.06509686209376671
DS005620,alpha,46,1017,awake,0,residual_gcc_after_spectral_all,0.47152928350887063
DS005620,alpha,47,1017,sed,1,residual_gcc_after_spectral_all,0.4693478474739101
DS005620,alpha,48,1017,sed2,1,residual_gcc_after_spectral_all,0.5079681517337596
DS005620,alpha,49,1022,awake,0,residual_gcc_after_spectral_all,0.47519240111579636
DS005620,alpha,50,1022,sed,1,residual_gcc_after_spectral_all,0.5030274095282737
DS005620,alpha,51,1022,sed2,1,residual_gcc_after_spectral_all,0.6019095145223307
DS005620,alpha,52,1024,awake,0,residual_gcc_after_spectral_all,0.47176122167783896
DS005620,alpha,53,1024,sed,1,residual_gcc_after_spectral_all,0.6951319626251014
DS005620,alpha,54,1024,sed2,1,residual_gcc_after_spectral_all,0.67537888013505
DS005620,alpha,55,1033,awake,0,residual_gcc_after_spectral_all,0.46930431031164016
DS005620,alpha,56,1033,sed,1,residual_gcc_after_spectral_all,0.25780120763625763
DS005620,alpha,57,1033,sed2,1,residual_gcc_after_spectral_all,0.33264934973665666
DS005620,alpha,58,1036,awake,0,residual_gcc_after_spectral_all,0.4713615168071456
DS005620,alpha,59,1036,sed,1,residual_gcc_after_spectral_all,0.5345627714007302
DS005620,alpha,60,1036,sed2,1,residual_gcc_after_spectral_all,0.2761202786658593
DS005620,alpha,61,1037,awake,0,residual_gcc_after_spectral_all,0.47141829933034624
DS005620,alpha,62,1045,awake,0,residual_gcc_after_spectral_all,0.4737816003111285
DS005620,alpha,63,1045,sed,1,residual_gcc_after_spectral_all,0.40904049141645804
DS005620,alpha,64,1045,sed2,1,residual_gcc_after_spectral_all,0.3871396010643966
DS005620,alpha,65,1046,awake,0,residual_gcc_after_spectral_all,0.4735461563462959
DS005620,alpha,66,1046,sed,1,residual_gcc_after_spectral_all,0.6853339262900578
DS005620,alpha,67,1046,sed2,1,residual_gcc_after_spectral_all,0.6103072922452291
DS005620,alpha,68,1054,awake,0,residual_gcc_after_spectral_all,0.4776095631252573
DS005620,alpha,69,1054,sed,1,residual_gcc_after_spectral_all,0.40006268662649414
DS005620,alpha,70,1054,sed2,1,residual_gcc_after_spectral_all,0.377788224424397
DS005620,alpha,71,1055,awake,0,residual_gcc_after_spectral_all,0.46828384116912763
DS005620,alpha,72,1055,sed,1,residual_gcc_after_spectral_all,0.3504859446429692
DS005620,alpha,73,1055,sed2,1,residual_gcc_after_spectral_all,0.35492881834727463
DS005620,alpha,74,1057,awake,0,residual_gcc_after_spectral_all,0.4712211353558538
DS005620,alpha,75,1057,sed,1,residual_gcc_after_spectral_all,0.6450760695874467
DS005620,alpha,76,1057,sed2,1,residual_gcc_after_spectral_all,0.540695071796627
DS005620,alpha,77,1060,awake,0,residual_gcc_after_spectral_all,0.4949013471091934
DS005620,alpha,78,1060,sed,1,residual_gcc_after_spectral_all,0.272923929257062
DS005620,alpha,79,1060,sed2,1,residual_gcc_after_spectral_all,0.2713641174099289
DS005620,alpha,80,1061,awake,0,residual_gcc_after_spectral_all,0.46554454442364657
DS005620,alpha,81,1061,sed,1,residual_gcc_after_spectral_all,2.8130970255285343e-08
DS005620,alpha,82,1061,sed2,1,residual_gcc_after_spectral_all,0.715844093105165
DS005620,alpha,83,1062,awake,0,residual_gcc_after_spectral_all,0.4718235235673822
DS005620,alpha,84,1062,sed,1,residual_gcc_after_spectral_all,0.49823058740758497
DS005620,alpha,85,1062,sed2,1,residual_gcc_after_spectral_all,0.630569445072408
DS005620,alpha,86,1064,awake,0,residual_gcc_after_spectral_all,0.4764561925293234
DS005620,alpha,87,1064,sed,1,residual_gcc_after_spectral_all,0.7260508112686954
DS005620,alpha,88,1064,sed2,1,residual_gcc_after_spectral_all,0.6831885252493366
DS005620,alpha,89,1067,awake,0,residual_gcc_after_spectral_all,0.4708541438558611
DS005620,alpha,90,1067,sed,1,residual_gcc_after_spectral_all,0.42880949119558565
DS005620,alpha,91,1067,sed2,1,residual_gcc_after_spectral_all,0.3738086023123349
DS005620,alpha,92,1068,awake,0,residual_gcc_after_spectral_all,0.4783772728108203
DS005620,alpha,93,1068,sed,1,residual_gcc_after_spectral_all,0.9833285224154229
DS005620,alpha,94,1068,sed2,1,residual_gcc_after_spectral_all,0.8954052306309099
DS005620,alpha,95,1071,awake,0,residual_gcc_after_spectral_all,0.47327687066263874
DS005620,alpha,96,1071,sed,1,residual_gcc_after_spectral_all,0.47974927582754795
DS005620,alpha,97,1071,sed2,1,residual_gcc_after_spectral_all,0.6897827489789494
DS005620,alpha,98,1074,awake,0,residual_gcc_after_spectral_all,0.4723380210459003
DS005620,alpha,99,1074,sed,1,residual_gcc_after_spectral_all,0.4564345732325085
DS005620,alpha,100,1074,sed2,1,residual_gcc_after_spectral_all,0.5548374200720976
Chennu,gamma,101,2,baseline,0,spectral_bandpower,0.24227533059833414
Chennu,gamma,102,2,moderate,1,spectral_bandpower,0.9800935597876204
Chennu,gamma,103,3,baseline,0,spectral_bandpower,0.24101081967105217
Chennu,gamma,104,3,moderate,1,spectral_bandpower,0.7889515872344177
