dataset,band,subject,condition,R_mean,D_mean,M_mean,Pi,Access_all,n_channels,duration_s,n_windows
DS005620,alpha,1055,sed,0.21318624457748678,13.424919287688912,0.011709039768885474,0.5517241379310345,0.06034482758620689,62.0,90.0,58.0
DS005620,alpha,1055,sed2,0.2233841765878631,12.58507265082186,0.012461517202045174,0.5307017543859649,0.039473684210526314,62.0,60.0,38.0
DS005620,alpha,1057,awake,0.2640108261957489,8.33657763088426,0.01027729130797,0.8275862068965517,0.603448275862069,62.0,90.0,58.0
DS005620,alpha,1057,sed,0.18802348629353474,14.14686860563645,0.008967561428307663,0.36973180076628354,0.0,62.0,90.0,58.0
DS005620,alpha,1057,sed2,0.1738083264174897,13.671230897865842,0.008047754678798558,0.3888888888888889,0.0,62.0,60.0,38.0
DS005620,alpha,1060,awake,0.33190495196325237,12.523186095176337,0.022742023789357513,0.8275862068965516,0.5689655172413793,62.0,90.0,58.0
DS005620,alpha,1060,sed,0.22605760174335476,12.051582340117816,0.011901069802918255,0.42528735632183906,0.1149425287356322,62.0,90.0,58.0
DS005620,alpha,1060,sed2,0.22238069438592298,11.140679158195306,0.010435770292636508,0.31286549707602335,0.07894736842105263,62.0,60.0,38.0
DS005620,alpha,1061,awake,0.25674416481564266,8.682343042437445,0.010566830432578438,0.8275862068965517,0.5689655172413793,62.0,90.0,58.0
DS005620,alpha,1061,sed,0.24618087436803893,35.81051076547402,0.007728685036855994,0.38888888888888884,0.005747126436781609,62.0,90.0,58.0
DS005620,alpha,1061,sed2,0.18590110723655262,12.222650276599538,0.008648086484306148,0.3742690058479532,0.008771929824561403,62.0,60.0,38.0
DS005620,alpha,1062,awake,0.2597884867315705,9.629410724386801,0.01161474494612977,0.8275862068965517,0.603448275862069,62.0,90.0,58.0
DS005620,alpha,1062,sed,0.15510005962967147,12.556645174142053,0.006336487900875576,0.27011494252873564,0.0,62.0,90.0,58.0
DS005620,alpha,1062,sed2,0.16091734624107118,14.354694257983468,0.006552527052646622,0.18421052631578946,0.0,62.0,60.0,38.0
DS005620,alpha,1064,awake,0.21595723568726566,15.63302376044367,0.011099933554654755,0.8275862068965516,0.5862068965517241,62.0,90.0,58.0
DS005620,alpha,1064,sed,0.25375423839184436,10.384711753907949,0.013623596727370993,0.5057471264367815,0.005747126436781609,62.0,90.0,58.0
DS005620,alpha,1064,sed2,0.2397977529881766,11.244822687163124,0.011544675468534597,0.6081871345029239,0.14035087719298245,62.0,60.0,38.0
DS005620,alpha,1067,awake,0.2628712649985742,12.759158021249853,0.013801171736698432,0.8275862068965516,0.603448275862069,62.0,90.0,58.0
DS005620,alpha,1067,sed,0.19403918388165634,11.396408573924186,0.008653083698178932,0.47701149425287354,0.15517241379310345,62.0,90.0,58.0
DS005620,alpha,1067,sed2,0.18970356662542867,9.875663660773371,0.007467975741778849,0.3011695906432748,0.07017543859649122,62.0,60.0,38.0
DS005620,alpha,1068,awake,0.20444272706733932,12.513675134164657,0.009711542432223571,0.8275862068965517,0.603448275862069,62.0,90.0,58.0
DS005620,alpha,1068,sed,0.2305327751585298,9.359766073554916,0.009603812084285063,0.7471264367816091,0.3879310344827586,62.0,90.0,58.0
DS005620,alpha,1068,sed2,0.20151634208275854,11.070875542041415,0.0087759881163961,0.850877192982456,0.631578947368421,62.0,60.0,38.0
DS005620,alpha,1071,awake,0.2548103915292081,10.18109186992911,0.012440424413726676,0.8275862068965517,0.5689655172413793,62.0,90.0,58.0
DS005620,alpha,1071,sed,0.1757689924103977,8.005378457656922,0.006905482645717377,0.38122605363984663,0.1206896551724138,62.0,90.0,58.0
DS005620,alpha,1071,sed2,0.17756199432099526,8.989083403870017,0.006852526426891469,0.4544017701912438,0.11522048364153627,62.0,59.22666666666667,37.666666666666664
DS005620,alpha,1074,awake,0.16300070529179786,15.298652726750264,0.006300892784581488,0.8275862068965517,0.603448275862069,62.0,90.0,58.0
DS005620,alpha,1074,sed,0.16048880333133872,14.346193613651794,0.006693374166075611,0.8275862068965516,0.5689655172413793,62.0,90.0,58.0
DS005620,alpha,1074,sed2,0.17256059581457453,14.321995846789344,0.006806062201515174,0.8011695906432749,0.543859649122807,62.0,60.0,38.0
DS005620,gamma,1010,awake,0.28547856964426094,25.14626330898279,0.021751674722562536,0.8275862068965517,0.6724137931034483,62.0,90.0,58.0
DS005620,gamma,1010,sed,0.17458276075859738,22.107703754129037,0.00789716512807642,0.18773946360153257,0.0,62.0,90.0,58.0
DS005620,gamma,1010,sed2,0.1669515598858989,23.567407104605902,0.0072159921665356855,0.23684210526315794,0.0,62.0,60.0,38.0
DS005620,gamma,1016,awake,0.19893018929845055,25.8526165858588,0.0099827637259044,0.8275862068965517,0.6379310344827587,62.0,90.0,58.0
DS005620,gamma,1016,sed,0.1867109285328491,26.042406697644907,0.009219758607386826,0.7835249042145594,0.5172413793103448,62.0,90.0,58.0
DS005620,gamma,1016,sed2,0.20245421758431897,26.731031461185275,0.010327397621052632,0.8201754385964912,0.513157894736842,62.0,60.0,38.0
DS005620,gamma,1017,awake,0.18006681338232194,24.83715483261765,0.00849116554323724,0.8275862068965517,0.5862068965517241,62.0,90.0,58.0
DS005620,gamma,1017,sed,0.1561272496186975,12.79556566125737,0.005161119005161521,0.09770114942528736,0.0,62.0,90.0,58.0
DS005620,gamma,1017,sed2,0.15949097612277074,12.20075980738046,0.0053241723330793925,0.12719298245614036,0.0,62.0,60.0,38.0
DS005620,gamma,1022,awake,0.2138287519888445,25.983684838268147,0.012235122503471944,0.8275862068965517,0.6206896551724138,62.0,90.0,58.0
DS005620,gamma,1022,sed,0.17795053098713418,24.255322342611546,0.00860925711239465,0.2318007662835249,0.04597701149425287,62.0,90.0,58.0
DS005620,gamma,1022,sed2,0.18495222263931108,23.964776627284703,0.009154028026356294,0.3304093567251461,0.09649122807017545,62.0,60.0,38.0
DS005620,gamma,1024,awake,0.18909155095549152,25.445414556402305,0.009704875059747192,0.8275862068965517,0.5689655172413793,62.0,90.0,58.0
DS005620,gamma,1024,sed,0.16064737648681815,21.41307613877802,0.006989635537600079,0.20498084291187738,0.034482758620689655,62.0,90.0,58.0
DS005620,gamma,1024,sed2,0.17432768945771057,23.290922298858117,0.008163969797311025,0.543859649122807,0.2280701754385965,62.0,60.0,38.0
DS005620,gamma,1033,awake,0.21724188272856199,7.250153285249072,0.008284688384766653,0.8275862068965517,0.6896551724137931,62.0,90.0,58.0
DS005620,gamma,1033,sed,0.20832860153868102,26.820898930055986,0.011002948414674496,0.342911877394636,0.0,62.0,90.0,58.0
DS005620,gamma,1033,sed2,0.20926721700399797,28.136084577016323,0.01084003509435448,0.3771929824561404,0.0,62.0,60.0,38.0
DS005620,gamma,1036,awake,0.19766636673238178,25.53871295771675,0.00943702843324051,0.8275862068965516,0.5862068965517241,62.0,90.0,58.0
DS005620,gamma,1036,sed,0.17610929906456732,25.52512618943378,0.008178482171713054,0.6217672413793103,0.2456896551724138,62.0,58.488,37.0
DS005620,gamma,1036,sed2,0.20340608781249458,26.51784027756288,0.009769987460485905,0.7543859649122807,0.4473684210526316,62.0,60.0,38.0
DS005620,gamma,1037,awake,0.2008076501209171,24.885974654863578,0.010190250584144786,0.8275862068965517,0.5689655172413793,62.0,90.0,58.0
DS005620,gamma,1045,awake,0.23405810145122832,16.729650610026297,0.011820640250385504,0.8275862068965517,0.6206896551724138,62.0,90.0,58.0
DS005620,gamma,1045,sed,0.17837051652858302,24.60590293977921,0.008635553622738651,0.132183908045977,0.0,62.0,90.0,58.0
DS005620,gamma,1045,sed2,0.18684020217509947,24.991655820927075,0.008957935271263694,0.1608187134502924,0.0,62.0,60.0,38.0
DS005620,gamma,1046,awake,0.1907720380548224,26.18362177039437,0.009692341483019703,0.8275862068965517,0.6206896551724138,62.0,90.0,58.0
DS005620,gamma,1046,sed,0.19703118098193356,21.95582161091596,0.010198687434353518,0.7011494252873562,0.3706896551724138,62.0,90.0,58.0
DS005620,gamma,1046,sed2,0.20472551846348308,25.920655226124648,0.01038195568017389,0.8991228070175438,0.7105263157894737,62.0,60.0,38.0
DS005620,gamma,1054,awake,0.19034397398975597,24.153948848560734,0.009134185465576301,0.8275862068965516,0.5689655172413793,62.0,90.0,58.0
DS005620,gamma,1054,sed,0.19270246774984762,21.65354227214661,0.008960688904324648,0.5919540229885057,0.14655172413793102,62.0,90.0,58.0
DS005620,gamma,1054,sed2,0.18238259074173654,20.4890563620479,0.00805829386729083,0.42982456140350866,0.06578947368421052,62.0,60.0,38.0
DS005620,gamma,1055,awake,0.17532303928485374,24.61844976131468,0.008145686907913922,0.8275862068965517,0.6206896551724138,62.0,90.0,58.0
DS005620,gamma,1055,sed,0.2518975283640726,16.76417729988185,0.010275657281167397,0.543103448275862,0.0,62.0,90.0,58.0
DS005620,gamma,1055,sed2,0.23532808570691993,18.149874794956148,0.01031006936455504,0.5131578947368423,0.0,62.0,60.0,38.0
DS005620,gamma,1057,awake,0.1806009050534484,21.38122931393466,0.008364838170346927,0.8275862068965516,0.5517241379310345,62.0,90.0,58.0
DS005620,gamma,1057,sed,0.18639027919488438,23.42156572348306,0.008502752729985198,0.7318007662835249,0.28160919540229884,62.0,90.0,58.0
DS005620,gamma,1057,sed2,0.18462127475840207,22.851481919064554,0.008461271367238203,0.7573099415204679,0.4473684210526316,62.0,60.0,38.0
DS005620,gamma,1060,awake,0.16974768360958983,17.700537195566547,0.007036864235397448,0.8275862068965516,0.6379310344827587,62.0,90.0,58.0
DS005620,gamma,1060,sed,0.17924248699581488,25.157087340486957,0.008495062480813489,0.5555555555555555,0.0,62.0,90.0,58.0
DS005620,gamma,1060,sed2,0.1750647678606854,25.583895772723952,0.008102694771906454,0.5730994152046783,0.03508771929824561,62.0,60.0,38.0
DS005620,gamma,1061,awake,0.1881039450344116,26.59832483598295,0.009388665941115688,0.8275862068965517,0.6379310344827587,62.0,90.0,58.0
DS005620,gamma,1061,sed,0.19651351711505627,16.594792665985548,0.00844259572349628,0.528735632183908,0.017241379310344827,62.0,90.0,58.0
DS005620,gamma,1061,sed2,0.18583888564382497,23.9542125383234,0.009145163763920057,0.672514619883041,0.2807017543859649,62.0,60.0,38.0
DS005620,gamma,1062,awake,0.16143545393508857,21.7318381956092,0.006601072767199267,0.8275862068965516,0.603448275862069,62.0,90.0,58.0
DS005620,gamma,1062,sed,0.15013685838847565,20.969321442158964,0.005744262637277931,0.342911877394636,0.05172413793103448,62.0,90.0,58.0
DS005620,gamma,1062,sed2,0.15824994073839968,20.437673972723555,0.006317601639756788,0.5058479532163743,0.10526315789473684,62.0,60.0,38.0
DS005620,gamma,1064,awake,0.21047600307674247,25.32815807603088,0.011466545756160726,0.8275862068965517,0.603448275862069,62.0,90.0,58.0
DS005620,gamma,1064,sed,0.1746467206654381,19.241314301559456,0.007457565725094986,0.2873563218390804,0.0,62.0,90.0,58.0
DS005620,gamma,1064,sed2,0.20524090769766157,14.250159908624644,0.007615406155420013,0.34210526315789486,0.0,62.0,60.0,38.0
DS005620,gamma,1067,awake,0.24833110770187386,15.269680436179177,0.012638242341160323,0.8275862068965517,0.5862068965517241,62.0,90.0,58.0
DS005620,gamma,1067,sed,0.16472850663165256,20.4058576323411,0.006633366628975281,0.028735632183908042,0.0,62.0,90.0,58.0
DS005620,gamma,1067,sed2,0.1789947534734355,18.75246724184397,0.0072329310156762985,0.152046783625731,0.0,62.0,60.0,38.0
DS005620,gamma,1068,awake,0.24492627142013332,21.427550632970718,0.013315850277520662,0.8275862068965517,0.603448275862069,62.0,90.0,58.0
DS005620,gamma,1068,sed,0.200995551863923,17.67828923645522,0.009067350650272915,0.4568965517241379,0.04310344827586207,62.0,90.0,58.0
DS005620,gamma,1068,sed2,0.1918820541199483,18.915878839592146,0.008804979980421693,0.4298245614035087,0.10526315789473684,62.0,60.0,38.0
DS005620,gamma,1071,awake,0.1494218110447548,21.652612227468442,0.006120099066513212,0.8275862068965516,0.5344827586206896,62.0,90.0,58.0
DS005620,gamma,1071,sed,0.161165611300948,14.179808313061,0.006224630350395956,0.5842911877394635,0.040229885057471264,62.0,90.0,58.0
DS005620,gamma,1071,sed2,0.1631967657863196,14.953256130082401,0.0062057816575148165,0.5286865813181603,0.0,62.0,59.22666666666667,37.666666666666664
DS005620,gamma,1074,awake,0.1749503967642861,22.44007801654564,0.007078971360009143,0.8275862068965517,0.603448275862069,62.0,90.0,58.0
DS005620,gamma,1074,sed,0.1567957785614045,23.585973654319105,0.006482934407701114,0.7432950191570882,0.39080459770114945,62.0,90.0,58.0
DS005620,gamma,1074,sed2,0.15475253490733276,24.066785840063602,0.006299108675716618,0.8040935672514619,0.5,62.0,60.0,38.0
